Time,Main Warning,Sub Warning,Full Warning,Warning Text,WarnMsg,Value0
27/05/2014 11:01:24,240,1,240 : 1,Remote control PC,FALSE,0
27/05/2014 16:00:33,240,0,240 : 0,Remote control PC,FALSE,0
27/05/2014 16:00:34,0,0,0 : 0,RTU,FALSE,0
27/05/2014 18:12:31,100,230,100 : 230,Set point active power : Power limitation (10h),TRUE,0
27/05/2014 18:12:31,0,0,0 : 0,RTU,FALSE,0
27/05/2014 21:19:47,20,50,20 : 50,Measurement Trancducer : Undervoltage U,FALSE,0
27/05/2014 21:19:47,0,0,0 : 0,RTU,FALSE,0
28/05/2014 04:12:28,100,230,100 : 230,Set point active power : Power limitation (10h),TRUE,0
28/05/2014 04:12:29,0,0,0 : 0,RTU,FALSE,0
28/05/2014 14:12:26,100,230,100 : 230,Set point active power : Power limitation (10h),TRUE,0
28/05/2014 14:12:27,0,0,0 : 0,RTU,FALSE,0
29/05/2014 00:12:24,100,230,100 : 230,Set point active power : Power limitation (10h),TRUE,0
29/05/2014 00:12:24,0,0,0 : 0,RTU,FALSE,0
29/05/2014 10:12:22,100,230,100 : 230,Set point active power : Power limitation (10h),TRUE,0
29/05/2014 10:12:22,0,0,0 : 0,RTU,FALSE,0
29/05/2014 20:12:20,100,230,100 : 230,Set point active power : Power limitation (10h),TRUE,0
29/05/2014 20:12:20,0,0,0 : 0,RTU,FALSE,0
30/05/2014 06:12:17,100,230,100 : 230,Set point active power : Power limitation (10h),TRUE,0
30/05/2014 06:12:18,0,0,0 : 0,RTU,FALSE,0
30/05/2014 16:12:15,100,230,100 : 230,Set point active power : Power limitation (10h),TRUE,0
30/05/2014 16:12:15,0,0,0 : 0,RTU,FALSE,0
31/05/2014 02:12:13,100,230,100 : 230,Set point active power : Power limitation (10h),TRUE,0
31/05/2014 02:12:13,0,0,0 : 0,RTU,FALSE,0
31/05/2014 12:12:11,100,230,100 : 230,Set point active power : Power limitation (10h),TRUE,0
31/05/2014 12:12:11,0,0,0 : 0,RTU,FALSE,0
31/05/2014 22:12:08,100,230,100 : 230,Set point active power : Power limitation (10h),TRUE,0
31/05/2014 22:12:09,0,0,0 : 0,RTU,FALSE,0
01/06/2014 08:12:06,100,230,100 : 230,Set point active power : Power limitation (10h),TRUE,0
01/06/2014 08:12:07,0,0,0 : 0,RTU,FALSE,0
01/06/2014 18:12:04,100,230,100 : 230,Set point active power : Power limitation (10h),TRUE,0
01/06/2014 18:12:04,0,0,0 : 0,RTU,FALSE,0
02/06/2014 04:12:02,100,230,100 : 230,Set point active power : Power limitation (10h),TRUE,0
